                         basic                         random                        random_glouton                SPT                           LPT                           SRPT                          LRPT                          EST_SPT                       EST_LPT                       EST_SRPT                      EST_LRPT                      descentSolver                 TabouSolver                   
instance size  best      runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        runtime makespan ecart        
la08     15x5   863            0     1102  27,7           2000      919   6,5              0     1528  77,1              0     2309 167,6              0     2348 172,1              0     3235 274,9              0     1196  38,6              0     1261  46,1              4     1157  34,1              0     1261  46,1              0     1149  33,1              0      932   8,0        k:17010   2002      863   0,0        
la09     15x5   951            0     1024   7,7           1999      964   1,4              0     1415  48,8              1     2638 177,4              0     2332 145,2              0     3210 237,5              0     1233  29,7              0     1010   6,2              0     1354  42,4              4     1396  46,8              0     1091  14,7              0      960   0,9        k:19150   2001      951   0,0        
la10     15x5   958            0      958   0,0           1999      958   0,0              2     1475  54,0              0     2149 124,3              0     2255 135,4              0     3193 233,3              0     1224  27,8              0     1105  15,3              0     1144  19,4              0      982   2,5              0     1015   5,9              0      958   0,0        k:18648   2001      958   0,0        
la11     20x5  1222            0     1297   6,1           2001     1282   4,9              2     1880  53,8              0     3091 152,9              0     3262 166,9              0     3887 218,1              4     1483  21,4              0     1563  27,9              0     1564  28,0              0     1520  24,4              0     1328   8,7              0     1222   0,0        k:11267   2000     1222   0,0        
la12     20x5  1039            0     1205  16,0           1999     1095   5,4              1     1579  52,0              1     2359 127,0              1     2722 162,0              0     3101 198,5              0     1276  22,8              0     1236  19,0              0     1333  28,3              0     1208  16,3              0     1234  18,8              4     1096   5,5        k:9158   1999     1039   0,0        
la13     20x5  1150            0     1154   0,3           2001     1182   2,8              0     1895  64,8              1     2691 134,0              0     3057 165,8              2     3780 228,7              0     1371  19,2              0     1441  25,3              4     1371  19,2              0     1261   9,7              0     1359  18,2              0     1150   0,0        k:11361   2002     1150   0,0        
la14     20x5  1292            0     1292   0,0           2002     1292   0,0              2     2178  68,6              0     3264 152,6              0     3189 146,8              0     4391 239,9              4     1362   5,4              0     1292   0,0              0     1396   8,0              0     1292   0,0              0     1292   0,0              0     1292   0,0        k:11113   2000     1292   0,0        
la15     20x5  1207            0     1586  31,4           2001     1390  15,2              1     1728  43,2              0     3179 163,4              0     3086 155,7              0     3997 231,2              4     1511  25,2              0     1555  28,8              0     1814  50,3              4     1673  38,6              0     1681  39,3              4     1415  17,2        k:8683   2002     1207   0,0        
la16     10x10  945            0     1327  40,4           1999     1089  15,2              0     1651  74,7              2     3492 269,5              0     3050 222,8              2     3875 310,1              0     1443  52,7              0     1468  55,3              4     1244  31,6              0     1474  56,0              0     1249  32,2              4     1095  15,9        k:3941   1999      975   3,2        
la17     10x10  784            0      912  16,3           2001      926  18,1              0     1233  57,3              1     3153 302,2              0     3033 286,9              0     3776 381,6              0     1135  44,8              4     1078  37,5              0     1256  60,2              0     1101  40,4              4     1199  52,9              0      848   8,2        k:2347   2002      794   1,3        
la18     10x10  848            0     1024  20,8           2000      987  16,4              0     1482  74,8              0     2788 228,8              2     3491 311,7              0     4103 383,8              0     1130  33,3              4     1123  32,4              0     1198  41,3              0     1303  53,7              4     1121  32,2              4      938  10,6        k:2119   2000      861   1,5        
la19     10x10  842            0     1058  25,7           2000      972  15,4              0     1561  85,4              1     3613 329,1              3     3056 262,9              0     4087 385,4              0     1146  36,1              0     1135  34,8              4     1167  38,6              0     1151  36,7              0     1210  43,7              8      980  16,4        k:1672   1999      873   3,7        
la20     10x10  902            0     1259  39,6           2000     1080  19,7              1     1902 110,9              1     3029 235,8              0     3242 259,4              0     3881 330,3              0     1404  55,7              4     1281  42,0              0     1353  50,0              4     1307  44,9              0     1176  30,4              6     1095  21,4        k:1929   1999      914   1,3        
la21     15x10 1046            0     1555  48,7           2002     1387  32,6              2     1998  91,0              4     4968 375,0              4     5595 434,9              4     5733 448,1              0     1494  42,8              4     1616  54,5              4     1553  48,5              4     1461  39,7              0     1518  45,1             32     1235  18,1        k:837   2001     1102   5,4        
la22     15x10  927            0     1360  46,7           2000     1273  37,3              2     2216 139,1              4     4106 342,9              4     4292 363,0              0     5525 496,0              0     1428  54,0              4     1560  68,3              4     1706  84,0              4     1426  53,8              0     1340  44,6              4     1268  36,8        k:865   2001      968   4,4        
la23     15x10 1032            0     1436  39,1           2002     1369  32,7              1     2297 122,6              4     4189 305,9              4     5006 385,1              0     6426 522,7              4     1576  52,7              4     1268  22,9              4     1387  34,4              4     1357  31,5              0     1477  43,1             20     1179  14,2        k:794   2001     1040   0,8        
la24     15x10  935            0     1245  33,2           1999     1264  35,2              2     1848  97,6              4     4277 357,4              4     4408 371,4              0     6510 596,3              4     1766  88,9              4     1404  50,2              4     1419  51,8              2     1428  52,7              4     1413  51,1             12     1168  24,9        k:769   2004      989   5,8        
la25     15x10  977            0     1440  47,4           2000     1304  33,5              2     1968 101,4              4     4394 349,7              0     5331 445,6              2     6104 524,8              4     1485  52,0              0     1685  72,5              4     1529  56,5              4     1357  38,9              4     1471  50,6             28     1187  21,5        k:891   2002     1097  12,3        
la26     20x10 1218            0     1759  44,4           2002     1679  37,8              5     2576 111,5              8     6765 455,4              8     5103 319,0              4     8303 581,7              8     1792  47,1              8     1864  53,0              8     2027  66,4              8     1995  63,8              4     1843  51,3             39     1488  22,2        k:472   2001     1271   4,4        
la27     20x10 1235            0     1791  45,0           2002     1758  42,3              6     2665 115,8              8     6818 452,1              8     5939 380,9              6     8293 571,5              8     1918  55,3              4     1831  48,3             10     1883  52,5              4     2286  85,1              8     1853  50,0             81     1509  22,2        k:478   2003     1376  11,4        
la28     20x10 1216            0     1642  35,0           2001     1718  41,3              6     2413  98,4              8     6224 411,8              4     5508 353,0              8     8224 576,3              8     2058  69,2              8     2004  64,8              8     1836  51,0              8     1884  54,9              4     1652  35,9             52     1407  15,7        k:525   2004     1289   6,0        
la29     20x10 1152            0     1686  46,4           2000     1631  41,6              5     2570 123,1              8     5022 335,9              4     5621 387,9              4     8318 622,0              8     1674  45,3              8     1828  58,7              8     2058  78,6              8     2072  79,9              8     1891  64,1             36     1454  26,2        k:492   2007     1279  11,0        
la30     20x10 1355            0     1774  30,9           2000     1805  33,2              6     2773 104,6              4     5409 299,2              6     5353 295,1              6     7653 464,8              8     1944  43,5              4     2327  71,7              6     2386  76,1              8     2306  70,2              4     2066  52,5             24     1652  21,9        k:602   2004     1396   3,0        
la31     30x10 1784            0     2215  24,2           1999     2336  30,9             18     3476  94,8             24     8469 374,7             24     9248 418,4             22    12075 576,8             26     2328  30,5             24     2857  60,1             23     2440  36,8             22     2577  44,5             22     2649  48,5             32     2103  17,9        k:632   2004     1784   0,0        
la32     30x10 1850            0     2421  30,9           2001     2467  33,4             18     3571  93,0             24     8296 348,4             27     9510 414,1             20    12743 588,8             20     2601  40,6             22     3107  67,9             24     3203  73,1             26     2957  59,8             24     2916  57,6            123     2087  12,8        k:476   2001     1850   0,0        
la33     30x10 1719            0     2139  24,4           2000     2141  24,5             20     2914  69,5             24     7124 314,4             22     9861 473,6             24    11702 580,7             24     2600  51,3             24     3217  87,1             23     3474 102,1             22     2576  49,9             20     2442  42,1             67     1992  15,9        k:510   2004     1719   0,0        
la34     30x10 1721            0     2284  32,7           2001     2320  34,8             21     3257  89,3             24     8384 387,2             24     9237 436,7             21    10920 534,5             23     2381  38,3             25     2849  65,5             24     2888  67,8             24     2958  71,9             24     2528  46,9            115     1982  15,2        k:343   2000     1721   0,0        
la35     30x10 1888            0     2498  32,3           2000     2512  33,1             19     3439  82,2             24     7277 285,4             22     8846 368,5             22    11765 523,1             22     2555  35,3             29     2930  55,2             24     2647  40,2             24     2891  53,1             24     2782  47,4            100     2260  19,7        k:419   2001     1888   0,0        
la36     15x15 1268            0     1677  32,3           2000     1762  39,0              5     2474  95,1              8     7510 492,3             12     6465 409,9              8     8929 604,2              8     1981  56,2              8     2150  69,6             12     2039  60,8              8     1944  53,3             12     2120  67,2             44     1570  23,8        k:327   2002     1373   8,3        
la37     15x15 1397            0     2098  50,2           2002     1946  39,3              5     2783  99,2              8     7849 461,8             12     6675 377,8             12    10599 658,7              8     2087  49,4             12     1939  38,8              8     2022  44,7             12     2054  47,0             12     2126  52,2             88     1772  26,8        k:271   2013     1452   3,9        
la38     15x15 1196            0     1766  47,7           2002     1743  45,7              9     2676 123,7              8     6455 439,7             12     5801 385,0              8     8912 645,2             12     1860  55,5              8     1919  60,5              8     2001  67,3             12     2030  69,7              8     1844  54,2            134     1427  19,3        k:232   2003     1376  15,1        
la39     15x15 1233            0     1794  45,5           1999     1757  42,5              6     3246 163,3             12     6195 402,4              8     6021 388,3              8     8844 617,3             12     1778  44,2              8     1808  46,6             12     2003  62,4              8     1838  49,1             12     1889  53,2            108     1496  21,3        k:246   2005     1379  11,8        
la40     15x15 1222            0     1728  41,4           2001     1748  43,0              6     2872 135,0             12     6098 399,0             12     7428 507,9              8     9061 641,5             12     1953  59,8              8     1838  50,4             10     1885  54,3             10     1778  45,5             10     1661  35,9            127     1455  19,1        k:273   2003     1333   9,1        
AVG      -        -          0,1        -  29,9         2000,4        -  22,4            4,2        -  88,2            5,6        - 268,1            5,4        - 283,2            4,6        - 392,1            5,6        -  42,0            5,5        -  44,9            5,9        -  50,5            5,7        -  47,0            4,9        -  40,7           31,1        -  16,2         2001,6        -   3,2        
